count,hate_speech,offensive_language,neither,class,tweet,tweet_clean,tweet_lemma,tweet_nouns,tweet_sym,tweet_verbs,tweet_nv,num_tokens
3,2,1,0,0,RT @Wayne__Da__Boss: I hate a bitch dat act like a nigga. &#128530;,rt mentionhere  i hate a bitch dat act like a nigga,rt mentionhere   i hate a bitch dat act like a nigga,rt mentionhere bitch dat act nigga,,hate,rt mentionhere bitch dat act nigga hate,12
3,2,1,0,0,RT @WhitesOnly_1: #niggers! http://t.co/Hb3uJaLky2,rt mentionhere  hashtaghere  urlhere,rt mentionhere   hashtaghere   urlhere,rt mentionhere,,,rt mentionhere,6
4,0,4,0,1,RT @WomensHumor: Monday was SUCH a bitch today.,rt mentionhere  monday was such a bitch today,rt mentionhere   monday be such a bitch today,rt mentionhere monday bitch today,,,rt mentionhere monday bitch today,9
3,2,1,0,0,RT @Woody_AFC: @MANIAC3X @_WhitePonyJr_ lmaoooo what a bunch of fags,rt mentionhere  mentionhere mentionhere lmaoooo what a bunch of fags,rt mentionhere   mentionhere mentionhere lmaoooo what a bunch of fag,rt mentionhere mentionhere mentionhere lmaoooo bunch fag,,,rt mentionhere mentionhere mentionhere lmaoooo bunch fag,11
3,2,0,1,0,RT @Woody_AFC: I saw a great chimpout 2 summers ago. A middle aged Salvadoran and his 15 Yr old son got wasted by 6 beaners at the metlife &#8230;,rt mentionhere  i saw a great chimpout  summers ago  a middle aged salvadoran and his  yr old son got wasted by  beaners at the metlife,rt mentionhere   i see a great chimpout   summer ago   a middle age salvadoran and -PRON-   yr old son get waste by   beaner at the metlife,rt mentionhere chimpout summer salvadoran yr son beaner metlife,,see age get waste,rt mentionhere chimpout summer salvadoran yr son beaner metlife see age get waste,30
3,0,3,0,1,RT @WorIdStarFunnyy: When you and your boys discover a hoe http://t.co/MkonVchG4R,rt mentionhere  when you and your boys discover a hoe urlhere,rt mentionhere   when -PRON- and -PRON- boy discover a hoe urlhere,rt mentionhere boy hoe,,discover,rt mentionhere boy hoe discover,12
3,0,3,0,1,RT @WorkoutHumor: These hoes ain't loyal http://t.co/JiK7OfqMBE,rt mentionhere  these hoes ain t loyal urlhere,rt mentionhere   these hoe ain t loyal urlhere,rt mentionhere hoe t,,ain,rt mentionhere hoe t ain,9
3,2,1,0,0,RT @XdalovelyTishai: Most of these niggas go broke for these hoes,rt mentionhere  most of these niggas go broke for these hoes,rt mentionhere   most of these niggas go broke for these hoe,rt mentionhere niggas hoe,,go,rt mentionhere niggas hoe go,12
3,0,2,1,1,"RT @XtraXtraLex: I was disgusted, betrayed, hurt, &amp; my pussy drier than a niggas skin in the winter time",rt mentionhere  i was disgusted  betrayed  hurt   amp  my pussy drier than a niggas skin in the winter time,rt mentionhere   i be disgust   betray   hurt    amp   -PRON- pussy drier than a niggas skin in the winter time,rt mentionhere hurt amp pussy niggas skin winter time,,disgust betray,rt mentionhere hurt amp pussy niggas skin winter time disgust betray,24
3,2,1,0,0,RT @YABOYLILB: If I ride up to your bitch in these then... homie consider yourself a single nigga. http://t.co/dTJY9RHtdF,rt mentionhere  if i ride up to your bitch in these then    homie consider yourself a single nigga  urlhere,rt mentionhere   if i ride up to -PRON- bitch in these then     homie consider -PRON- a single nigga   urlhere,rt mentionhere bitch homie nigga,,ride consider,rt mentionhere bitch homie nigga ride consider,22
3,0,3,0,1,"RT @YaBoyMJ23: rt for mj 
fav for a bitch nigga http://t.co/y4yIc38qWS",rt mentionhere  rt for mj fav for a bitch nigga urlhere,rt mentionhere   rt for mj fav for a bitch nigga urlhere,rt mentionhere rt mj fav bitch nigga,,,rt mentionhere rt mj fav bitch nigga,12
3,1,2,0,1,RT @Yaremisxo: &#8220;@DonQuixtote: @Yaremisxo then how yall got here b&#8221; stfu negro,rt mentionhere     mentionhere  mentionhere then how yall got here b    stfu negro,rt mentionhere      mentionhere   mentionhere then how -PRON- all get here b     stfu negro,rt mentionhere mentionhere mentionhere b stfu negro,,get,rt mentionhere mentionhere mentionhere b stfu negro get,16
3,0,3,0,1,RT @Yes__We__Cam: Selfie game retarded http://t.co/HpLo9JaP9K,rt mentionhere  selfie game retarded urlhere,rt mentionhere   selfie game retard urlhere,rt mentionhere selfie game,,retard,rt mentionhere selfie game retard,7
3,2,1,0,0,RT @YoShortyMa: I'll kill this bitch no hesitation http://t.co/UxePa9LVi5,rt mentionhere  i ll kill this bitch no hesitation urlhere,rt mentionhere   i will kill this bitch no hesitation urlhere,rt mentionhere bitch hesitation,,will kill,rt mentionhere bitch hesitation will kill,11
3,0,3,0,1,RT @Yung_Mizzo: I got money I don't need u bitch,rt mentionhere  i got money i don t need u bitch,rt mentionhere   i get money i don t need u bitch,rt mentionhere money t u bitch,,get don need,rt mentionhere money t u bitch get don need,12
3,0,3,0,1,RT @YurUgly: Niggas these days will walk 10 miles to get some pussy. &#128557;,rt mentionhere  niggas these days will walk  miles to get some pussy,rt mentionhere   niggas these day will walk   mile to get some pussy,rt mentionhere niggas day mile pussy,,will walk,rt mentionhere niggas day mile pussy will walk,14
3,2,1,0,0,RT @_2kkz: This faggit bitch tried to say she hoe'd for hd bearfaced bitch yusa fag,rt mentionhere  this faggit bitch tried to say she hoe d for hd bearfaced bitch yusa fag,rt mentionhere   this faggit bitch try to say -PRON- hoe d for hd bearfaced bitch yusa fag,rt mentionhere faggit bitch d hd bearfaced bitch yusa fag,,try say hoe,rt mentionhere faggit bitch d hd bearfaced bitch yusa fag try say hoe,18
3,0,3,0,1,RT @_Becool4: &#8220;@Lil_swahh: The face you make before you tell a bitch about herself http://t.co/Jvm1k8togx&#8221;&lt;&lt; I make dat face too much,rt mentionhere     mentionhere  the face you make before you tell a bitch about herself urlhere   lt  lt  i make dat face too much,rt mentionhere      mentionhere   the face -PRON- make before -PRON- tell a bitch about -PRON- urlhere    lt   lt   i make dat face too much,rt mentionhere mentionhere face bitch lt lt dat,,make tell make face,rt mentionhere mentionhere face bitch lt lt dat make tell make face,28
3,0,3,0,1,RT @_CDiddy: Hate to break the news but u spam bro RT @MojoGreen1217: A dyke a tuck her titties in the winter and start calling herself Mr.&#8230;,rt mentionhere  hate to break the news but u spam bro rt mentionhere  a dyke a tuck her titties in the winter and start calling herself mr,rt mentionhere   hate to break the news but u spam bro rt mentionhere   a dyke a tuck -PRON- titty in the winter and start call -PRON- mr,rt mentionhere hate news u spam bro rt mentionhere dyke titty winter mr,,break tuck start call,rt mentionhere hate news u spam bro rt mentionhere dyke titty winter mr break tuck start call,29
3,2,1,0,0,"RT @_Cashhhhhh: Was deleting this pic until I realized a dike in the back ground dressed like a nigga with wedges on &#128514; , bitch I'm &#128128; http:/&#8230;",rt mentionhere  was deleting this pic until i realized a dike in the back ground dressed like a nigga with wedges on       bitch i m     http,rt mentionhere   be delete this pic until i realize a dike in the back ground dress like a nigga with wedge on        bitch i m      http,rt mentionhere pic dike ground nigga wedge bitch http,,delete realize dress m,rt mentionhere pic dike ground nigga wedge bitch http delete realize dress m,29
3,2,1,0,0,RT @_ChickenGeorge: DEAD!!&#128128;&#8220;@TAkeme2CHINA: &#128553; RT @PEagles14: When ur fuckin and her pussy stank but u have really good friends........... ht&#8230;,rt mentionhere  dead        mentionhere      rt mentionhere  when ur fuckin and her pussy stank but u have really good friends            ht,rt mentionhere   dead         mentionhere       rt mentionhere   when ur fuckin and -PRON- pussy stank but u have really good friend             ht,rt mentionhere mentionhere rt mentionhere ur fuckin stank friend ht,,,rt mentionhere mentionhere rt mentionhere ur fuckin stank friend ht,25
3,0,3,0,1,"RT @_CocaKoula: Da bitch got scared and couldn't take it no mo but ya boy was feenin fo dat &#128533;&#128514;&#128514;
&#8220;@uce_INA: &#128514;&#128557;&#128514;&#128557;&#128514;&#128557;&#128514; koula noooooooo https://&#8230;",rt mentionhere  da bitch got scared and couldn t take it no mo but ya boy was feenin fo dat              mentionhere                        koula noooooooo urlhere,rt mentionhere   da bitch get scared and couldn t take -PRON- no mo but ya boy be feenin fo dat               mentionhere                         koula noooooooo urlhere,rt mentionhere da bitch couldn t mo boy fo dat mentionhere koula noooooooo,,get take feenin,rt mentionhere da bitch couldn t mo boy fo dat mentionhere koula noooooooo get take feenin,27
3,2,1,0,0,RT @_CollegeHumor_: i fully support same-sex marriage but i'll never stop calling my friends faggots,rt mentionhere  i fully support same sex marriage but i ll never stop calling my friends faggots,rt mentionhere   i fully support same sex marriage but i will never stop call -PRON- friend faggot,rt mentionhere sex marriage friend faggot,,support will stop call,rt mentionhere sex marriage friend faggot support will stop call,18
3,0,3,0,1,RT @_Ezzzylove: I hate salty bitches,rt mentionhere  i hate salty bitches,rt mentionhere   i hate salty bitch,rt mentionhere bitch,,hate,rt mentionhere bitch hate,7
3,0,3,0,1,"RT @_LilBaddiee_: I have a daughter to think about , yall think I'm worry about you hoes , naaaaaaaa",rt mentionhere  i have a daughter to think about   yall think i m worry about you hoes   naaaaaaaa,rt mentionhere   i have a daughter to think about    -PRON- all think i m worry about -PRON- hoe    naaaaaaaa,rt mentionhere daughter hoe,,think think m worry,rt mentionhere daughter hoe think think m worry,22
3,0,3,0,1,RT @_ThatBoyKing: All you hoes wake up,rt mentionhere  all you hoes wake up,rt mentionhere   all -PRON- hoe wake up,rt mentionhere,,hoe wake,rt mentionhere hoe wake,8
3,2,1,0,0,"RT @_VodkaThoughts_: ""Light beer? You mean faggot piss?"" -Overly Powered Man",rt mentionhere   light beer  you mean faggot piss    overly powered man,rt mentionhere    light beer   -PRON- mean faggot piss     overly powered man,rt mentionhere beer faggot piss man,,mean,rt mentionhere beer faggot piss man mean,14
3,1,2,0,1,RT @_Withluv_Kira: &#8220;@ChiChi_knows: What's yall favorite chappelle show skit?&#8221; Is wayne Brady gonna have to choke a bitch? &#128514;,rt mentionhere     mentionhere  what s yall favorite chappelle show skit     is wayne brady gonna have to choke a bitch,rt mentionhere      mentionhere   what s -PRON- all favorite chappelle show skit      be wayne brady go to have to choke a bitch,rt mentionhere mentionhere chappelle show skit wayne brady go bitch,,s choke,rt mentionhere mentionhere chappelle show skit wayne brady go bitch s choke,24
3,0,3,0,1,RT @__Harveyyy: People getting called all types of bitches over music lol you know how ridiculous that is?,rt mentionhere  people getting called all types of bitches over music lol you know how ridiculous that is,rt mentionhere   people get call all type of bitch over music lol -PRON- know how ridiculous that be,rt mentionhere people type bitch music,,get call know,rt mentionhere people type bitch music get call know,19
3,2,1,0,0,RT @__J_R: Smh nigga is mildly retarded RT @Thotcho: LMFAO RT @JustDoJ: If Griff wasn&#8217;t injuries we&#8217;d legit be 6-1,rt mentionhere  smh nigga is mildly retarded rt mentionhere  lmfao rt mentionhere  if griff wasn   t injuries we   d legit be,rt mentionhere   smh nigga be mildly retarded rt mentionhere   lmfao rt mentionhere   if griff wasn    t injury -PRON-    d legit be,rt mentionhere smh nigga rt mentionhere lmfao mentionhere griff wasn t injury d legit be,,rt,rt mentionhere smh nigga rt mentionhere lmfao mentionhere griff wasn t injury d legit be rt,26
3,2,1,0,0,RT @__bettyboo: You better pray I don't send your nudes out bitch,rt mentionhere  you better pray i don t send your nudes out bitch,rt mentionhere   -PRON- better pray i don t send -PRON- nude out bitch,rt mentionhere don t nude bitch,,pray send,rt mentionhere don t nude bitch pray send,14
3,1,2,0,1,RT @__nijel: Niggas be out here loving ALL they hoes...that's a no no.,rt mentionhere  niggas be out here loving all they hoes   that s a no no,rt mentionhere   niggas be out here love all -PRON- hoe    that s a no no,rt mentionhere niggas,,love hoe s,rt mentionhere niggas love hoe s,17
6,1,5,0,1,RT @__sabrinaaaaa: the same hoes is still at it,rt mentionhere  the same hoes is still at it,rt mentionhere   the same hoe be still at -PRON-,rt mentionhere hoe,,,rt mentionhere hoe,10
3,0,3,0,1,"RT @_aleksssa: ""@BrianLovesAss_: @_aleksssa tbh but a niggah can't have a normal convo with someone lmao""hoes will be hoes Brian lol",rt mentionhere   mentionhere  mentionhere tbh but a niggah can t have a normal convo with someone lmao hoes will be hoes brian lol,rt mentionhere    mentionhere   mentionhere tbh but a niggah can t have a normal convo with someone lmao hoe will be hoe brian lol,rt mentionhere mentionhere mentionhere niggah convo lmao hoe hoe brian lol,,can t will,rt mentionhere mentionhere mentionhere niggah convo lmao hoe hoe brian lol can t will,25
3,0,3,0,1,RT @_allaboutAshley: When will you guys leave that childish pussy alone? Get that sophisticated pussy.,rt mentionhere  when will you guys leave that childish pussy alone  get that sophisticated pussy,rt mentionhere   when will -PRON- guy leave that childish pussy alone   get that sophisticated pussy,rt mentionhere guy pussy pussy,,will leave,rt mentionhere guy pussy pussy will leave,17
3,0,3,0,1,RT @_amaaari: bitches be fake af &#128514;&#128581;,rt mentionhere  bitches be fake af,rt mentionhere   bitch be fake af,rt mentionhere bitch,,,rt mentionhere bitch,7
3,2,1,0,0,RT @_asslxrd_: my inner nigger is coming out,rt mentionhere  my inner nigger is coming out,rt mentionhere   -PRON- inner nigger be come out,rt mentionhere nigger,,come,rt mentionhere nigger come,9
3,0,3,0,1,"RT @_ayejayydoe: ""@UglyAssAyeKay: Dumb bitch"" im singing to you bitch",rt mentionhere   mentionhere  dumb bitch  im singing to you bitch,rt mentionhere    mentionhere   dumb bitch   -PRON- be singing to -PRON- bitch,rt mentionhere mentionhere bitch singing,,be bitch,rt mentionhere mentionhere bitch singing be bitch,14
3,0,2,1,1,"RT @_clearlyspoken: Side bxtches gettin lit up outchea, y'all birds better tighten up.",rt mentionhere  side bxtches gettin lit up outchea  y all birds better tighten up,rt mentionhere   side bxtche gettin light up outchea   y all bird well tighten up,rt mentionhere side gettin y bird,,bxtche light tighten,rt mentionhere side gettin y bird bxtche light tighten,16
3,2,1,0,0,RT @_iHATEMOON: All these bitches &amp; niggaz with they imaginary haters .....,rt mentionhere  all these bitches  amp  niggaz with they imaginary haters,rt mentionhere   all these bitch   amp   niggaz with -PRON- imaginary hater,rt mentionhere bitch amp niggaz hater,,,rt mentionhere bitch amp niggaz hater,14
3,0,3,0,1,RT @_imREDhoe: heard a bitch say im ugly but ha nigga thank different &#128523; you say you mainline he dont treat me no different &#9996;&#128540;,rt mentionhere  heard a bitch say im ugly but ha nigga thank different     you say you mainline he dont treat me no different,rt mentionhere   hear a bitch say -PRON- be ugly but ha nigga thank different      -PRON- say -PRON- mainline -PRON- do not treat -PRON- no different,rt mentionhere bitch nigga different,,hear say be thank say mainline treat,rt mentionhere bitch nigga different hear say be thank say mainline treat,27
3,1,2,0,1,RT @_katrinasalazar: this what most of yall hoes need to admit . https://t.co/SXz6y0HRR0,rt mentionhere  this what most of yall hoes need to admit   urlhere,rt mentionhere   this what most of -PRON- all hoe need to admit    urlhere,rt mentionhere hoe,,need admit,rt mentionhere hoe need admit,15
3,2,0,1,0,RT @_missvain: Lmfaooooo &gt;RT @sirTurn3r: Lmaoo Thats what u got from this? RT @waddupivy: Dougie be yamming the coon all that beat boxing &#128553;,rt mentionhere  lmfaooooo  gt rt mentionhere  lmaoo thats what u got from this  rt mentionhere  dougie be yamming the coon all that beat boxing,rt mentionhere   lmfaooooo   gt rt mentionhere   lmaoo that s what u get from this   rt mentionhere   dougie be yamme the coon all that beat box,rt mentionhere lmfaooooo rt mentionhere rt mentionhere dougie coon,,s get be yamme beat box,rt mentionhere lmfaooooo rt mentionhere rt mentionhere dougie coon s get be yamme beat box,30
3,2,1,0,0,"RT @_politeASSHOLE: 4) Only pussy niggas who suck dick cry about someone being in their mentions, tweet the person then cry again about the&#8230;",rt mentionhere    only pussy niggas who suck dick cry about someone being in their mentions  tweet the person then cry again about the,rt mentionhere     only pussy niggas who suck dick cry about someone be in -PRON- mention   tweet the person then cry again about the,rt mentionhere niggas dick mention person,,suck cry tweet cry,rt mentionhere niggas dick mention person suck cry tweet cry,25
3,0,3,0,1,RT @_theDarius: &#8220;@JetsAndASwisher: @_theDarius boy I was clean in them bitches.&#8221;you loved them damn sandals &#128514;,rt mentionhere     mentionhere  mentionhere boy i was clean in them bitches    you loved them damn sandals,rt mentionhere      mentionhere   mentionhere boy i be clean in -PRON- bitch     -PRON- love -PRON- damn sandal,rt mentionhere mentionhere mentionhere boy bitch sandal,,love,rt mentionhere mentionhere mentionhere boy bitch sandal love,19
3,3,0,0,0,RT @_tiffnasty: Why do y'all niggas entertain that Nicole bitch? I don't see how y'all can ever take a bitch that posted naked pics serious&#8230;,rt mentionhere  why do y all niggas entertain that nicole bitch  i don t see how y all can ever take a bitch that posted naked pics serious,rt mentionhere   why do y all niggas entertain that nicole bitch   i don t see how y all can ever take a bitch that post naked pic serious,rt mentionhere y niggas bitch t y bitch pic,,don see can take post,rt mentionhere y niggas bitch t y bitch pic don see can take post,30
3,2,1,0,0,RT @ajade___: everybody tryna fuck the next nigga bitch not knowin that his bitch is the next nigga bitch &#128586;&#128566;,rt mentionhere  everybody tryna fuck the next nigga bitch not knowin that his bitch is the next nigga bitch,rt mentionhere   everybody tryna fuck the next nigga bitch not knowin that -PRON- bitch be the next nigga bitch,rt mentionhere tryna nigga bitch bitch nigga bitch,,knowin,rt mentionhere tryna nigga bitch bitch nigga bitch knowin,20
3,0,3,0,1,RT @alexis_mahnal: &#128557;&#128557;@iDntWearCondoms: If I cum on your pussy don't be tryna rub it in like they do in the pornos cuz if u get pregnant tha&#8230;,rt mentionhere        mentionhere  if i cum on your pussy don t be tryna rub it in like they do in the pornos cuz if u get pregnant tha,rt mentionhere         mentionhere   if i cum on -PRON- pussy don t be tryna rub -PRON- in like -PRON- do in the porno cuz if u get pregnant tha,rt mentionhere mentionhere pussy don t tryna porno tha,,cum rub get,rt mentionhere mentionhere pussy don t tryna porno tha cum rub get,30
3,2,1,0,0,RT @alexishope_2014: You got niggas &amp; I got bitches but I want you... &#128149;&#127926;,rt mentionhere  you got niggas  amp  i got bitches but i want you,rt mentionhere   -PRON- get niggas   amp   i get bitch but i want -PRON-,rt mentionhere niggas amp bitch,,get get want,rt mentionhere niggas amp bitch get get want,16
3,2,1,0,0,RT @amour_tajiana: Only fuck niggas would wanna continue to mess with these messy ass bitches vs. somebody who HAS been down for them all a&#8230;,rt mentionhere  only fuck niggas would wanna continue to mess with these messy ass bitches vs  somebody who has been down for them all a,rt mentionhere   only fuck niggas would wanna continue to mess with these messy as bitch vs   somebody who have be down for -PRON- all a,rt mentionhere niggas wanna as bitch,,would continue mess,rt mentionhere niggas wanna as bitch would continue mess,27
3,0,3,0,1,RT @anderson6benton: &#8220;@T_ReV_13: Dumb bitches are one thing that'll never become extinct..&#8221; That's real,rt mentionhere     mentionhere  dumb bitches are one thing that ll never become extinct      that s real,rt mentionhere      mentionhere   dumb bitch be one thing that will never become extinct       that s real,rt mentionhere mentionhere bitch thing,,will become s,rt mentionhere mentionhere bitch thing will become s,19
3,0,3,0,1,RT @annamarixae: @WhereYoHussleAt YESSSS bitch&#128166;&#128525;&#128147;,rt mentionhere  mentionhere yessss bitch,rt mentionhere   mentionhere yessss bitch,rt mentionhere mentionhere yessss bitch,,,rt mentionhere mentionhere yessss bitch,6
3,2,1,0,0,RT @anthonycampos23: Lebron your still a bitch you suck nigger hope you die,rt mentionhere  lebron your still a bitch you suck nigger hope you die,rt mentionhere   lebron -PRON- still a bitch -PRON- suck nigger hope -PRON- die,rt mentionhere lebron bitch nigger,,suck hope die,rt mentionhere lebron bitch nigger suck hope die,14
3,2,0,1,0,RT @anticvlum: @NoneShallPass97 trash eating trash,rt mentionhere  mentionhere trash eating trash,rt mentionhere   mentionhere trash eat trash,rt mentionhere mentionhere trash trash,,eat,rt mentionhere mentionhere trash trash eat,7
3,0,3,0,1,RT @austdun: bitch we them boys,rt mentionhere  bitch we them boys,rt mentionhere   bitch -PRON- -PRON- boy,rt mentionhere bitch,,boy,rt mentionhere bitch boy,7
3,2,1,0,0,"RT @aychmoore: most teachers abuse their position, there's teaching with discipline and there's being a cunt, most are cunts",rt mentionhere  most teachers abuse their position  there s teaching with discipline and there s being a cunt  most are cunts,rt mentionhere   most teacher abuse -PRON- position   there s teaching with discipline and there s be a cunt   most be cunt,rt mentionhere teacher position teaching discipline cunt cunt,,abuse s s,rt mentionhere teacher position teaching discipline cunt cunt abuse s s,24
3,2,1,0,0,RT @bankheist: you're a retard @ShawnaCarr99,rt mentionhere  you re a retard mentionhere,rt mentionhere   -PRON- re a retard mentionhere,rt mentionhere retard mentionhere,,re,rt mentionhere retard mentionhere re,8
3,0,3,0,1,"RT @baskgod: Main bitches saying ""I hate a 'send me a pic' ass nigga"" be answering every single one of DJ Rice-a-Roni's request",rt mentionhere  main bitches saying  i hate a  send me a pic  ass nigga  be answering every single one of dj rice a roni s request,rt mentionhere   main bitch say   i hate a   send -PRON- a pic   ass nigga   be answer every single one of dj rice a roni s request,rt mentionhere bitch pic ass nigga dj roni request,,say hate send answer rice,rt mentionhere bitch pic ass nigga dj roni request say hate send answer rice,31
3,1,2,0,1,RT @bbcwhorship: &#8220;@bored_rappers: http://t.co/ZFicQYS3Dy&#8221; I want to be filled with hot nigger seed,rt mentionhere     mentionhere  urlhere   i want to be filled with hot nigger seed,rt mentionhere      mentionhere   urlhere    i want to be fill with hot nigger seed,rt mentionhere mentionhere nigger seed,,want fill,rt mentionhere mentionhere nigger seed want fill,16
3,2,1,0,0,RT @beethetranny: can we please stop talking about how some scumbag faggots mugshot is sexy? you dumb whores.,rt mentionhere  can we please stop talking about how some scumbag faggots mugshot is sexy  you dumb whores,rt mentionhere   can -PRON- please stop talk about how some scumbag faggot mugshot be sexy   -PRON- dumb whore,rt mentionhere scumbag faggot mugshot whore,,can stop talk,rt mentionhere scumbag faggot mugshot whore can stop talk,20
3,0,3,0,1,RT @bijoudulcet: Y'all some bitches @nbc,rt mentionhere  y all some bitches mentionhere,rt mentionhere   y all some bitch mentionhere,rt mentionhere y bitch,,mentionhere,rt mentionhere y bitch mentionhere,8
3,2,1,0,0,"RT @boburnham: In the future, gay culture will be considered cool by America's teens and instead of wiggers there will be straggots.",rt mentionhere  in the future  gay culture will be considered cool by america s teens and instead of wiggers there will be straggots,rt mentionhere   in the future   gay culture will be consider cool by america s teen and instead of wigger there will be straggot,rt mentionhere gay culture america teen wigger straggot,,will consider will,rt mentionhere gay culture america teen wigger straggot will consider will,25
3,0,3,0,1,"RT @briannafbaby: Good girls take 4-12 months before they move on.. only hoes jump from nigga to nigga.. don't argue with me, this is scien&#8230;",rt mentionhere  good girls take   months before they move on   only hoes jump from nigga to nigga   don t argue with me  this is scien,rt mentionhere   good girl take    month before -PRON- move on    only hoe jump from nigga to nigga    don t argue with -PRON-   this be scien,rt mentionhere girl month hoe nigga nigga don t,,take move jump argue,rt mentionhere girl month hoe nigga nigga don t take move jump argue,30
6,0,6,0,1,RT @brookebrooklyn_: Spineless bitches in backless dressess,rt mentionhere  spineless bitches in backless dressess,rt mentionhere   spineless bitch in backless dressess,rt mentionhere bitch backless dressess,,,rt mentionhere bitch backless dressess,8
3,0,3,0,1,RT @bugattibeez: pussy still taste like McDonald's fries. RT @BOOSIERENE: I eat pineapples everyday they so good &#128553;&#128069;,rt mentionhere  pussy still taste like mcdonald s fries  rt mentionhere  i eat pineapples everyday they so good,rt mentionhere   pussy still taste like mcdonald s fry   rt mentionhere   i eat pineapple everyday -PRON- so good,rt mentionhere pussy mcdonald fry rt mentionhere pineapple,,taste eat,rt mentionhere pussy mcdonald fry rt mentionhere pineapple taste eat,21
3,1,2,0,1,RT @chasemylovex: bitch u lame af.... get with the times and pop that ass RT @SincerelyTumblr: This makes me kinda sad http://t.co/tCUJpKoC&#8230;,rt mentionhere  bitch u lame af     get with the times and pop that ass rt mentionhere  this makes me kinda sad urlhere,rt mentionhere   bitch u lame af      get with the time and pop that ass rt mentionhere   this make -PRON- kinda sad urlhere,rt mentionhere bitch u af time ass mentionhere,,get pop rt make urlhere,rt mentionhere bitch u af time ass mentionhere get pop rt make urlhere,25
3,0,3,0,1,RT @christeaa: Can't turn a hoe into a house wife babbyyy.,rt mentionhere  can t turn a hoe into a house wife babbyyy,rt mentionhere   can t turn a hoe into a house wife babbyyy,rt mentionhere hoe house wife babbyyy,,can t turn,rt mentionhere hoe house wife babbyyy can t turn,13
3,3,0,0,0,RT @cigarsNscotch: What's black and yellow and not going to win this year? WRONG! The answer is Tiger Woods.,rt mentionhere  what s black and yellow and not going to win this year  wrong  the answer is tiger woods,rt mentionhere   what s black and yellow and not go to win this year   wrong   the answer be tiger wood,rt mentionhere s year wrong answer tiger wood,,go win,rt mentionhere s year wrong answer tiger wood go win,23
3,0,3,0,1,"RT @collegefession: ""All you need in life is bottles, bitches, and life lessons."" - Sam Houston State",rt mentionhere   all you need in life is bottles  bitches  and life lessons     sam houston state,rt mentionhere    all -PRON- need in life be bottle   bitch   and life lesson      sam houston state,rt mentionhere life bottle bitch life lesson sam houston state,,need,rt mentionhere life bottle bitch life lesson sam houston state need,20
3,2,1,0,0,RT @connorbagen: You know she's a dyke when she asks for men's golf clubs,rt mentionhere  you know she s a dyke when she asks for men s golf clubs,rt mentionhere   -PRON- know -PRON- s a dyke when -PRON- ask for man s golf club,rt mentionhere dyke man golf club,,know s ask,rt mentionhere dyke man golf club know s ask,17
3,0,3,0,1,RT @cthagod: Congress really is acting like a bunch of bitter bitches.You can't continue to refight an election you lost.Obama is President&#8230;,rt mentionhere  congress really is acting like a bunch of bitter bitches you can t continue to refight an election you lost obama is president,rt mentionhere   congress really be act like a bunch of bitter bitch -PRON- can t continue to refight an election -PRON- lose obama be president,rt mentionhere congress bunch bitch election obama president,,act can t continue refight lose,rt mentionhere congress bunch bitch election obama president act can t continue refight lose,26
6,0,6,0,1,RT @daijahshardaee: &#8220;@100046729: I need a bitch&#8221;&#128109;&#128064;&#128523;,rt mentionhere        i need a bitch,rt mentionhere         i need a bitch,rt mentionhere bitch,,need,rt mentionhere bitch need,7
6,0,6,0,1,RT @damnlifepics: just a little closer bitch http://t.co/QWUFY11CrQ,rt mentionhere  just a little closer bitch urlhere,rt mentionhere   just a little close bitch urlhere,rt mentionhere bitch,,,rt mentionhere bitch,9
3,1,2,0,1,RT @daniellle_x3: I swear to god some guys are bigger bitches than girls,rt mentionhere  i swear to god some guys are bigger bitches than girls,rt mentionhere   i swear to god some guy be big bitch than girl,rt mentionhere god guy bitch girl,,swear,rt mentionhere god guy bitch girl swear,14
3,0,3,0,1,RT @dilemma617: Your iPad raised your kid to be a giant pussy. Good job.,rt mentionhere  your ipad raised your kid to be a giant pussy  good job,rt mentionhere   -PRON- ipad raise -PRON- kid to be a giant pussy   good job,rt mentionhere ipad kid job,,raise,rt mentionhere ipad kid job raise,16
3,0,3,0,1,RT @dinero700k_: These hoes really would sit in your face and act like they puttin the world in the relationship been fuckin off the whole &#8230;,rt mentionhere  these hoes really would sit in your face and act like they puttin the world in the relationship been fuckin off the whole,rt mentionhere   these hoe really would sit in -PRON- face and act like -PRON- puttin the world in the relationship be fuckin off the whole,rt mentionhere hoe face world relationship fuckin whole,,would sit act puttin,rt mentionhere hoe face world relationship fuckin whole would sit act puttin,26
3,2,1,0,0,"RT @dirtyimage: @Tronkitty not just cause of hoes, go to jail cause of fucking up hoes bloody n making them call you head honcho",rt mentionhere  mentionhere not just cause of hoes  go to jail cause of fucking up hoes bloody n making them call you head honcho,rt mentionhere   mentionhere not just cause of hoe   go to jail cause of fuck up hoe bloody n make -PRON- call -PRON- head honcho,rt mentionhere mentionhere hoe jail cause hoe head,,go fuck make call,rt mentionhere mentionhere hoe jail cause hoe head go fuck make call,26
3,2,1,0,0,RT @dirtyskimask: Lmaooo Friday After Next? &#8220;@1stName_Bravo: You like that yo son's a fag?&#8221;,rt mentionhere  lmaooo friday after next     mentionhere  you like that yo son s a fag,rt mentionhere   lmaooo friday after next      mentionhere   -PRON- like that yo son s a fag,rt mentionhere lmaooo friday mentionhere yo son s fag,,like,rt mentionhere lmaooo friday mentionhere yo son s fag like,18
